id,uniprot,gene,chrom,start,end
XP_016434313.1,,107760731,,,
XP_016434315.1,,107760732,,,
XP_016434318.1,,107760735,,,
XP_016434321.1,,107760739,,,
XP_016434324.1,,107760740,,,
XP_016434331.1,,107760745,,,
XP_016434361.1,,107760767,,,
XP_016434369.1,,107760776,,,
XP_016434375.1,,107760783,,,
XP_016434381.1,,107760789,,,
XP_016434384.1,,107760795,,,
XP_016434397.1,,107760805,,,
XP_016434407.1,,107760815,,,
XP_016434408.1,,107760819,,,
XP_016434416.1,,107760830,,,
XP_016434441.1,,107760847,,,
XP_016434444.1,,107760850,,,
XP_016434452.1,,107760859,,,
XP_016434453.1,,107760861,,,
XP_016434457.1,,107760863,,,
XP_016434465.1,,107760870,,,
XP_016434471.1,,107760875,,,
XP_016434472.1,,107760877,,,
XP_016434508.1,,107760902,,,
XP_016434513.1,,107760906,,,
XP_016434520.1,,107760914,,,
XP_016434548.1,,107760928,,,
XP_016434602.1,,107760961,,,
XP_016434608.1,,107760972,,,
XP_016434611.1,,107760974,,,
XP_016434634.1,,107760995,,,
XP_016434637.1,,107760996,,,
XP_016434654.1,,107761015,,,
XP_016434668.1,,107761031,,,
XP_016434682.1,,107761037,,,
XP_016434708.1,,107761054,,,
XP_016434772.1,,107761089,,,
XP_016434786.1,,107761128,,,
XP_016434789.1,,107761131,,,
XP_016434794.1,,107761137,,,
XP_016434822.1,,107761154,,,
XP_016434848.1,,107761175,,,
XP_016434855.1,,107761185,,,
XP_016434867.1,,107761189,,,
XP_016434894.1,,107761210,,,
XP_016434898.1,,107761213,,,
XP_016434907.1,,107761226,,,
XP_016434944.1,,107761251,,,
XP_016434945.1,,107761252,,,
XP_016434958.1,,107761261,,,
XP_016434959.1,,107761264,,,
XP_016434986.1,,107761283,,,
XP_016434987.1,,107761284,,,
XP_016435006.1,,107761296,,,
XP_016435028.1,,107761316,,,
XP_016435032.1,,107761322,,,
XP_016435038.1,,107761326,,,
XP_016435049.1,,107761333,,,
XP_016435058.1,,107761340,,,
XP_016435076.1,,107761364,,,
XP_016435081.1,,107761368,,,
XP_016435086.1,,107761373,,,
XP_016435089.1,,107761376,,,
XP_016435109.1,,107761397,,,
XP_016435118.1,,107761405,,,
XP_016435133.1,,107761424,,,
XP_016435136.1,,107761427,,,
XP_016435140.1,,107761431,,,
XP_016435163.1,,107761459,,,
XP_016435181.1,,107761480,,,
XP_016435182.1,,107761481,,,
XP_016435196.1,,107761494,,,
XP_016435214.1,,107761505,,,
XP_016435227.1,,107761518,,,
XP_016435234.1,,107761524,,,
XP_016435266.1,,107761555,,,
XP_016435268.1,,107761557,,,
XP_016435272.1,,107761560,,,
XP_016435286.1,,107761569,,,
XP_016435299.1,,107761578,,,
XP_016435307.1,,107761583,,,
XP_016435339.1,,107761613,,,
XP_016435352.1,,107761627,,,
XP_016435388.1,,107761656,,,
XP_016435417.1,,107761684,,,
XP_016435449.1,,107761710,,,
XP_016435457.1,,107761714,,,
XP_016435460.1,,107761716,,,
XP_016435465.1,,107761719,,,
XP_016435467.1,,107761722,,,
XP_016435498.1,,107761746,,,
XP_016435525.1,,107761761,,,
XP_016435532.1,,107761772,,,
XP_016435549.1,,107761787,,,
XP_016435579.1,,107761810,,,
XP_016435594.1,,107761822,,,
XP_016435614.1,,107761835,,,
XP_016435620.1,,107761846,,,
XP_016435625.1,,107761852,,,
XP_016435631.1,,107761856,,,
XP_016435633.1,,107761857,,,
XP_016435641.1,,107761864,,,
XP_016435642.1,,107761866,,,
XP_016435660.1,,107761883,,,
XP_016435662.1,,107761885,,,
XP_016435676.1,,107761895,,,
XP_016435680.1,,107761898,,,
XP_016435694.1,,107761916,,,
XP_016435702.1,,107761923,,,
XP_016435738.1,,107761959,,,
XP_016435784.1,,107761998,,,
XP_016435803.1,,107762013,,,
XP_016435817.1,,107762020,,,
XP_016435818.1,,107762021,,,
XP_016435884.1,,107762079,,,
XP_016435886.1,,107762077,,,
XP_016435905.1,,107762094,,,
XP_016435929.1,,107762117,,,
XP_016435940.1,,107762128,,,
XP_016435943.1,,107762131,,,
XP_016435948.1,,107762137,,,
XP_016435955.1,,107762143,,,
XP_016435974.1,,107762160,,,
XP_016436008.1,,107762186,,,
XP_016436014.1,,107762191,,,
XP_016436016.1,,107762194,,,
XP_016436023.1,,107762202,,,
XP_016436044.1,,107762218,,,
XP_016436056.1,,107762226,,,
XP_016436058.1,,107762228,,,
XP_016436064.1,,107762233,,,
XP_016436082.1,,107762247,,,
XP_016436091.1,,107762255,,,
XP_016436113.1,,107762285,,,
XP_016436116.1,,107762287,,,
XP_016436132.1,,107762302,,,
XP_016436151.1,,107762320,,,
XP_016436177.1,,107762349,,,
XP_016436242.1,,107762397,,,
XP_016436262.1,,107762419,,,
XP_016436276.1,,107762432,,,
XP_016436280.1,,107762435,,,
XP_016436288.1,,107762444,,,
XP_016436295.1,,107762450,,,
XP_016436319.1,,107762468,,,
XP_016436320.1,,107762471,,,
XP_016436357.1,,107762509,,,
XP_016436362.1,,107762516,,,
XP_016436370.1,,107762526,,,
XP_016436377.1,,107762531,,,
XP_016436384.1,,107762248,,,
XP_016436394.1,,107762542,,,
XP_016436442.1,,107762586,,,
XP_016436480.1,,107762627,,,
XP_016436481.1,,107762628,,,
XP_016436492.1,,107762636,,,
XP_016436514.1,,107762653,,,
XP_016436538.1,,107762679,,,
XP_016436544.1,,107762686,,,
XP_016436555.1,,107762694,,,
XP_016436574.1,,107762709,,,
XP_016436610.1,,107762738,,,
XP_016436627.1,,107762758,,,
XP_016436629.1,,107762760,,,
XP_016436654.1,,107762786,,,
XP_016436671.1,,107762767,,,
XP_016436672.1,,107762794,,,
XP_016436678.1,,107762799,,,
XP_016436682.1,,107762804,,,
XP_016436685.1,,107762806,,,
XP_016436705.1,,107762827,,,
XP_016436710.1,,107762828,,,
XP_016436724.1,,107762841,,,
XP_016436727.1,,107762844,,,
XP_016436730.1,,107762847,,,
XP_016436753.1,,107762867,,,
XP_016436762.1,,107762876,,,
XP_016436763.1,,107762877,,,
XP_016436764.1,,107762878,,,
XP_016436774.1,,107762888,,,
XP_016436795.1,,107762912,,,
XP_016436806.1,,107762931,,,
XP_016436822.1,,107762940,,,
XP_016436827.1,,107762945,,,
XP_016436834.1,,107762949,,,
XP_016436854.1,,107762965,,,
XP_016436860.1,,107762970,,,
XP_016436870.1,,107762983,,,
XP_016436886.1,,107762993,,,
XP_016436889.1,,107762997,,,
XP_016436894.1,,107763003,,,
XP_016436896.1,,107763004,,,
XP_016436927.1,,107763030,,,
XP_016436956.1,,107763053,,,
XP_016437011.1,,107763094,,,
XP_016437024.1,,107763095,,,
XP_016437025.1,,107763100,,,
XP_016437037.1,,107763114,,,
XP_016437060.1,,107763130,,,
XP_016437061.1,,107763131,,,
XP_016437070.1,,107763141,,,
XP_016437115.1,,107763165,,,
XP_016437135.1,,107763183,,,
XP_016437142.1,,107763189,,,
XP_016437175.1,,107763222,,,
XP_016437189.1,,107763231,,,
XP_016437193.1,,107763234,,,
XP_016437235.1,,107763278,,,
XP_016437244.1,,107763284,,,
XP_016437254.1,,107763291,,,
XP_016437269.1,,107763304,,,
XP_016437271.1,,107763306,,,
XP_016437274.1,,107763311,,,
XP_016437287.1,,107763322,,,
XP_016437288.1,,107763323,,,
XP_016437294.1,,107763330,,,
XP_016437300.1,,107763337,,,
XP_016437305.1,,107763344,,,
XP_016437312.1,,107763349,,,
XP_016437334.1,,107763359,,,
XP_016437350.1,,107763371,,,
XP_016437370.1,,107763390,,,
XP_016437408.1,,107763431,,,
XP_016437410.1,,107763434,,,
XP_016437415.1,,107763441,,,
XP_016437419.1,,107763444,,,
XP_016437423.1,,107763451,,,
XP_016437434.1,,107763461,,,
XP_016437440.1,,107763470,,,
XP_016437445.1,,107763475,,,
XP_016437463.1,,107763494,,,
XP_016437468.1,,107763498,,,
XP_016437478.1,,107763505,,,
XP_016437500.1,,107763529,,,
XP_016437503.1,,107763528,,,
XP_016437524.1,,107763556,,,
XP_016437539.1,,107763567,,,
XP_016437547.1,,107763576,,,
XP_016437556.1,,107763582,,,
XP_016437559.1,,107763583,,,
XP_016437562.1,,107763590,,,
XP_016437570.1,,107763594,,,
XP_016437578.1,,107763602,,,
XP_016437583.1,,107763607,,,
XP_016437650.1,,107763677,,,
XP_016437660.1,,107763687,,,
XP_016437664.1,,107763690,,,
XP_016437689.1,,107763711,,,
XP_016437704.1,,107763726,,,
XP_016437713.1,,107763736,,,
XP_016437716.1,,107763739,,,
XP_016437718.1,,107763741,,,
XP_016437745.1,,107763762,,,
XP_016437746.1,,107763763,,,
XP_016437753.1,,107763769,,,
XP_016437755.1,,107763770,,,
XP_016437756.1,,107763771,,,
XP_016437758.1,,107763774,,,
XP_016437776.1,,107763794,,,
XP_016437782.1,,107763800,,,
XP_016437787.1,,107763805,,,
XP_016437820.1,,107763835,,,
XP_016437860.1,,107763868,,,
XP_016437874.1,,107763881,,,
XP_016437877.1,,107763882,,,
XP_016437880.1,,107763885,,,
XP_016437882.1,,107763887,,,
XP_016437931.1,,107763935,,,
XP_016437940.1,,107763942,,,
XP_016437955.1,,107763958,,,
XP_016437979.1,,107763975,,,
XP_016437997.1,,107763987,,,
XP_016438001.1,,107763992,,,
XP_016438024.1,,107764014,,,
XP_016438038.1,,107764024,,,
XP_016438040.1,,107764026,,,
XP_016438053.1,,107764038,,,
XP_016438074.1,,107764062,,,
XP_016438077.1,,107764067,,,
XP_016438102.1,,107764090,,,
XP_016438108.1,,107764093,,,
XP_016438122.1,,107764109,,,
XP_016438125.1,,107764113,,,
XP_016438127.1,,107764114,,,
XP_016438156.1,,107764134,,,
XP_016438165.1,,107764140,,,
XP_016438179.1,,107764152,,,
XP_016438209.1,,107764185,,,
XP_016438252.1,,107764214,,,
XP_016438270.1,,107764229,,,
XP_016438271.1,,107764230,,,
XP_016438272.1,,107764231,,,
XP_016438304.1,,107764264,,,
XP_016438317.1,,107764272,,,
XP_016438318.1,,107764277,,,
XP_016438319.1,,107764278,,,
XP_016438343.1,,107764298,,,
XP_016438354.1,,107764306,,,
XP_016438383.1,,107764343,,,
XP_016438392.1,,107764352,,,
XP_016438397.1,,107764358,,,
XP_016438443.1,,107764398,,,
XP_016438444.1,,107764399,,,
XP_016438458.1,,107764407,,,
XP_016438461.1,,107764411,,,
XP_016438482.1,,107764434,,,
XP_016438514.1,,107764462,,,
XP_016438515.1,,107764463,,,
XP_016438528.1,,107764473,,,
XP_016438608.1,,107764530,,,
XP_016438612.1,,107764535,,,
XP_016438616.1,,107764540,,,
XP_016438641.1,,107764558,,,
XP_016438665.1,,107764584,,,
XP_016438669.1,,107764588,,,
XP_016438674.1,,107764593,,,
XP_016438682.1,,107764599,,,
XP_016438686.1,,107764603,,,
XP_016438730.1,,107764634,,,
XP_016438776.1,,107764685,,,
XP_016438782.1,,107764696,,,
XP_016438793.1,,107764701,,,
XP_016438799.1,,107764710,,,
XP_016438802.1,,107764711,,,
XP_016438814.1,,107764724,,,
XP_016438823.1,,107764733,,,
XP_016438835.1,,107764747,,,
XP_016438843.1,,107764754,,,
XP_016438869.1,,107764785,,,
XP_016438873.1,,107764789,,,
XP_016438888.1,,107764803,,,
XP_016438889.1,,107764801,,,
XP_016438893.1,,107764809,,,
XP_016438910.1,,107764828,,,
XP_016438923.1,,107764849,,,
XP_016438959.1,,107764886,,,
XP_016438961.1,,107764890,,,
XP_016439010.1,,107764947,,,
XP_016439015.1,,107764952,,,
XP_016439018.1,,107764955,,,
XP_016439021.1,,107764959,,,
XP_016439038.1,,107764979,,,
XP_016439090.1,,107765024,,,
XP_016439097.1,,107765028,,,
XP_016439102.1,,107765029,,,
XP_016439108.1,,107765036,,,
XP_016439187.1,,107765095,,,
XP_016439197.1,,107765104,,,
XP_016439207.1,,107765115,,,
XP_016439211.1,,107765091,,,
XP_016439214.1,,107765119,,,
XP_016439224.1,,107765128,,,
XP_016439234.1,,107765141,,,
XP_016439240.1,,107765147,,,
XP_016439252.1,,107765157,,,
XP_016439277.1,,107765174,,,
XP_016439298.1,,107765194,,,
XP_016439299.1,,107765195,,,
XP_016439339.1,,107765228,,,
XP_016439370.1,,107765258,,,
XP_016439373.1,,107765261,,,
XP_016439400.1,,107765290,,,
XP_016439405.1,,107765291,,,
XP_016439423.1,,107765311,,,
XP_016439445.1,,107765328,,,
XP_016439464.1,,107765341,,,
XP_016439467.1,,107765344,,,
XP_016439471.1,,107765348,,,
XP_016439479.1,,107765355,,,
XP_016439490.1,,107765364,,,
XP_016439505.1,,107765383,,,
XP_016439521.1,,107765397,,,
XP_016439524.1,,107765401,,,
XP_016439525.1,,107765398,,,
XP_016439559.1,,107765431,,,
XP_016439577.1,,107765443,,,
XP_016439631.1,,107765489,,,
XP_016439695.1,,107765547,,,
XP_016439719.1,,107765565,,,
XP_016439736.1,,107765582,,,
XP_016439739.1,,107765586,,,
XP_016439743.1,,107765591,,,
XP_016439745.1,,107765589,,,
XP_016439750.1,,107765596,,,
XP_016439753.1,,107765600,,,
XP_016439756.1,,107765599,,,
XP_016439778.1,,107765624,,,
XP_016439797.1,,107765643,,,
XP_016439799.1,,107765621,,,
XP_016439802.1,,107765647,,,
XP_016439813.1,,107765661,,,
XP_016439821.1,,107765666,,,
XP_016439823.1,,107765669,,,
XP_016439836.1,,107765683,,,
XP_016439844.1,,107765688,,,
XP_016439866.1,,107765706,,,
XP_016439870.1,,107765710,,,
XP_016439873.1,,107765714,,,
XP_016439878.1,,107765719,,,
XP_016439895.1,,107765727,,,
XP_016439910.1,,107765740,,,
XP_016439912.1,,107765741,,,
XP_016439915.1,,107765745,,,
XP_016439921.1,,107765750,,,
XP_016439927.1,,107765752,,,
XP_016439944.1,,107765771,,,
XP_016439956.1,,107765782,,,
XP_016439964.1,,107765787,,,
XP_016439973.1,,107765791,,,
XP_016439980.1,,107765795,,,
XP_016439981.1,,107765796,,,
XP_016439982.1,,107765797,,,
XP_016439999.1,,107765812,,,
XP_016440012.1,,107765825,,,
XP_016440023.1,,107765837,,,
XP_016440071.1,,107765886,,,
XP_016440099.1,,107765912,,,
XP_016440112.1,,107765924,,,
XP_016440131.1,,107765950,,,
XP_016440142.1,,107765958,,,
XP_016440193.1,,107765998,,,
XP_016440198.1,,107766002,,,
XP_016440217.1,,107766022,,,
XP_016440224.1,,107766026,,,
XP_016440226.1,,107766029,,,
XP_016440247.1,,107766050,,,
XP_016440263.1,,107766065,,,
XP_016440283.1,,107766087,,,
XP_016440286.1,,107766089,,,
XP_016440303.1,,107766092,,,
XP_016440306.1,,107766094,,,
XP_016440313.1,,107766102,,,
XP_016440344.1,,107766124,,,
XP_016440354.1,,107766129,,,
XP_016440361.1,,107766134,,,
XP_016440371.1,,107766145,,,
XP_016440373.1,,107766147,,,
XP_016440387.1,,107766157,,,
XP_016440389.1,,107766162,,,
XP_016440398.1,,107766167,,,
XP_016440406.1,,107766175,,,
XP_016440452.1,,107766216,,,
XP_016440458.1,,107766223,,,
XP_016440465.1,,107766230,,,
XP_016440496.1,,107766256,,,
XP_016440512.1,,107766274,,,
XP_016440514.1,,107766276,,,
XP_016440521.1,,107766284,,,
XP_016440523.1,,107766286,,,
XP_016440535.1,,107766294,,,
XP_016440560.1,,107766315,,,
XP_016440565.1,,107766319,,,
XP_016440570.1,,107766323,,,
XP_016440599.1,,107766345,,,
XP_016440610.1,,107766350,,,
XP_016440616.1,,107766358,,,
XP_016440617.1,,107766359,,,
XP_016440618.1,,107766361,,,
XP_016440619.1,,107766363,,,
XP_016440647.1,,107766388,,,
XP_016440727.1,,107766463,,,
XP_016440738.1,,107766474,,,
XP_016440765.1,,107766483,,,
XP_016440768.1,,107766486,,,
XP_016440776.1,,107766494,,,
XP_016440777.1,,107766218,,,
XP_016440794.1,,107766511,,,
XP_016440811.1,,107766528,,,
XP_016440819.1,,107766538,,,
XP_016440824.1,,107766543,,,
XP_016440832.1,,107766552,,,
XP_016440853.1,,107766567,,,
XP_016440875.1,,107766585,,,
XP_016440889.1,,107766595,,,
XP_016440912.1,,107766615,,,
XP_016440913.1,,107766616,,,
XP_016440917.1,,107766622,,,
XP_016440918.1,,107766620,,,
XP_016440925.1,,107766629,,,
XP_016440926.1,,107766631,,,
XP_016440949.1,,107766655,,,
XP_016440950.1,,107766657,,,
XP_016440954.1,,107766659,,,
XP_016440971.1,,107766667,,,
XP_016440989.1,,107766682,,,
XP_016441002.1,,107766687,,,
XP_016441021.1,,107766698,,,
XP_016441033.1,,107766708,,,
XP_016441034.1,,107766711,,,
XP_016441037.1,,107766715,,,
XP_016441043.1,,107766717,,,
XP_016441047.1,,107766724,,,
XP_016441067.1,,107766741,,,
XP_016441068.1,,107766745,,,
XP_016441088.1,,107766761,,,
XP_016441089.1,,107766762,,,
XP_016441090.1,,107766760,,,
XP_016441093.1,,107766763,,,
XP_016441108.1,,107766775,,,
XP_016441115.1,,107766782,,,
XP_016441187.1,,107766827,,,
XP_016441188.1,,107766829,,,
XP_016441211.1,,107766842,,,
XP_016441220.1,,107766851,,,
XP_016441237.1,,107766867,,,
XP_016441248.1,,107766884,,,
XP_016441251.1,,107766886,,,
XP_016441258.1,,107766854,,,
XP_016441267.1,,107766892,,,
XP_016441271.1,,107766896,,,
XP_016441277.1,,107766902,,,
XP_016441290.1,,107766908,,,
XP_016441294.1,,107766912,,,
XP_016441304.1,,107766919,,,
XP_016441313.1,,107766927,,,
XP_016441314.1,,107766928,,,
XP_016441333.1,,107766938,,,
XP_016441342.1,,107766946,,,
XP_016441376.1,,107766974,,,
XP_016441388.1,,107766982,,,
XP_016441441.1,,107767042,,,
XP_016441462.1,,107767065,,,
XP_016441470.1,,107767070,,,
XP_016441473.1,,107767074,,,
XP_016441492.1,,107767094,,,
XP_016441544.1,,107767134,,,
XP_016441558.1,,107767148,,,
XP_016441564.1,,107767155,,,
XP_016441573.1,,107767166,,,
XP_016441582.1,,107767174,,,
XP_016441583.1,,107767176,,,
XP_016441595.1,,107767188,,,
XP_016441602.1,,107767191,,,
XP_016441607.1,,107767195,,,
XP_016441613.1,,107767206,,,
XP_016441614.1,,107767208,,,
XP_016441619.1,,107767212,,,
XP_016441648.1,,107767245,,,
XP_016441662.1,,107767254,,,
XP_016441677.1,,107767270,,,
XP_016441681.1,,107767272,,,
XP_016441694.1,,107767276,,,
XP_016441710.1,,107767286,,,
XP_016441750.1,,107767301,,,
XP_016441761.1,,107767310,,,
XP_016441777.1,,107767324,,,
XP_016441791.1,,107767333,,,
XP_016441796.1,,107767339,,,
XP_016441799.1,,107767341,,,
XP_016441824.1,,107767362,,,
XP_016441827.1,,107767365,,,
XP_016441830.1,,107767367,,,
XP_016441854.1,,107767374,,,
XP_016441871.1,,107767387,,,
XP_016441872.1,,107767390,,,
XP_016441875.1,,107767392,,,
XP_016441883.1,,107767397,,,
XP_016441884.1,,107767398,,,
XP_016441886.1,,107767400,,,
XP_016441900.1,,107767407,,,
XP_016441913.1,,107767417,,,
XP_016441920.1,,107767424,,,
XP_016441926.1,,107767427,,,
XP_016441935.1,,107767440,,,
XP_016441940.1,,107767446,,,
XP_016441941.1,,107767447,,,
XP_016441984.1,,107767488,,,
XP_016441985.1,,107767489,,,
XP_016442033.1,,107767514,,,
XP_016442040.1,,107767522,,,
XP_016442041.1,,107767524,,,
XP_016442057.1,,107767541,,,
XP_016442061.1,,107767540,,,
XP_016442075.1,,107767551,,,
XP_016442079.1,,107767554,,,
XP_016442083.1,,107767559,,,
XP_016442087.1,,107767563,,,
XP_016442090.1,,107767566,,,
XP_016442096.1,,107767570,,,
XP_016442120.1,,107767586,,,
XP_016442157.1,,107767617,,,
XP_016442215.1,,107767654,,,
XP_016442223.1,,107767661,,,
XP_016442233.1,,107767669,,,
XP_016442234.1,,107767670,,,
XP_016442262.1,,107767695,,,
XP_016442272.1,,107767702,,,
XP_016442298.1,,107767727,,,
XP_016442299.1,,107767728,,,
XP_016442308.1,,107767733,,,
XP_016442337.1,,107767758,,,
XP_016442341.1,,107767765,,,
XP_016442344.1,,107767767,,,
XP_016442382.1,,107767804,,,
XP_016442392.1,,107767812,,,
XP_016442396.1,,107767815,,,
XP_016442406.1,,107767825,,,
XP_016442411.1,,107767831,,,
XP_016442414.1,,107767833,,,
XP_016442464.1,,107767874,,,
XP_016442478.1,,107767884,,,
XP_016442481.1,,107767887,,,
XP_016442484.1,,107767891,,,
XP_016442518.1,,107767919,,,
XP_016442537.1,,107767943,,,
XP_016442542.1,,107767950,,,
XP_016442560.1,,107767971,,,
XP_016442564.1,,107767974,,,
XP_016442579.1,,107767990,,,
XP_016442587.1,,107767998,,,
XP_016442589.1,,107768003,,,
XP_016442603.1,,107768014,,,
XP_016442622.1,,107768030,,,
XP_016442634.1,,107768043,,,
XP_016442640.1,,107768047,,,
XP_016442650.1,,107768053,,,
XP_016442690.1,,107768096,,,
XP_016442698.1,,107768109,,,
XP_016442711.1,,107768121,,,
XP_016442725.1,,107768136,,,
XP_016442763.1,,107768173,,,
XP_016442803.1,,107768212,,,
XP_016442813.1,,107768222,,,
XP_016442827.1,,107768236,,,
XP_016442839.1,,107768241,,,
XP_016442858.1,,107768260,,,
XP_016442859.1,,107768257,,,
XP_016442862.1,,107768262,,,
XP_016442882.1,,107768281,,,
XP_016442894.1,,107768292,,,
XP_016442917.1,,107768309,,,
XP_016442919.1,,107768312,,,
XP_016442936.1,,107768329,,,
XP_016442949.1,,107768344,,,
XP_016442959.1,,107768348,,,
XP_016442962.1,,107768356,,,
XP_016442970.1,,107768360,,,
XP_016443021.1,,107768408,,,
XP_016443038.1,,107768422,,,
